SY,GE,VEND,ITEM,VOL_EQ,FLAVOR/SCENT,FORM,PACKAGE,PRODUCT TYPE,SA BRAND,SA MARKET,SA PRIMARY MARKET,SPECIALITY NAME,STORE LOCATION,ADDITIVES,REFILL TYPE,SIZE,TYPE OF FORMULA,USER INFO,BRUSH HEAD SHAPE,COLOR,NUMBER OF TREATMENTS,TREATMENT,TYPE OF DENTAL ACCS,TYPE OF TOOTHPASTE,USAGE
0,1,35000,76170,0.5125,REGULAR,PASTE,PLASTIC WRAPPED BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,BAKING SODA&PEROXIDE,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,35000,76604,0.2875,WATERMELON,LIQUID GEL,PLASTIC SQUEEZE BTL,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,SODIUM FLUORIDE,MISSING,MISSING,CAVITY & ENML PRTCTN,KIDS,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,35000,76639,1.2,BRISK MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,BAKINGSDA & PEROXIDE,MISSING,TRIPLE PACK,WHITENING ANTI CAVTY,ADULT & CHILD OVER 2,MISSING,WHITE,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,35000,51315,1.2,REGULAR,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,TRIPLE PACK,CAVITY PROTECTION,ADULT & CHILD OVER 2,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
78,2,91024,14902,0.3375,EXTRA MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,WHITENING ANTI CAVTY,ADULT & CHILD OVER 2,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,35000,76605,0.2875,MILD MINT,LIQUID GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,BREATH STRIPS,MISSING,MISSING,CAVITY & ENML PRTCTN,ADULT & CHILD OVER 2,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
27,2,704,99013,0.4,REGULAR,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,SODIUM FLUORIDE,MISSING,MISSING,ANTI CAVITY,ADULT & CHILD OVER 2,MISSING,WHITE,MISSING,MISSING,MISSING,MISSING,MISSING
27,1,4206,98020,2.5625,REGULAR,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,BKSODA PEROXIDE FLRD,MISSING,FIVE PACK,CAVITY PROTECTION,ADULT & CHILD OVER 2,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,35000,51314,1.6,REGULAR,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,CAVITY PROTECTION,ADULT & CHILD OVER 2,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,35000,57104,2.5625,REGULAR,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,CAVITY PROTECTION,ADULT & CHILD OVER 2,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,35000,76144,2.5625,REGULAR,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,CAVITY PROTECTION,ADULT & CHILD OVER 2,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,35000,8394,1.125,REGULAR,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,SNSTV WHTNNG ANT-CVT,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,35000,52509,1.125,REGULAR,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,SNSTV WHTNNG ANT-CVT,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,35000,74620,1.125,REGULAR,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,SNSTV WHTNNG ANT-CVT,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,35000,78261,0.2875,MILD BUBBLE FRUIT,PASTE,STANDING TUBE,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,SODIUM FLUORIDE,MISSING,MISSING,ANTI CAVITY,KIDS,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,35000,55637,0.2875,MISSING,PASTE,PLASTIC TUBE,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,ANTI CAVITY,CHILD,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,35000,78218,0.2625,BUBBLE FRUIT,PASTE,STANDING TUBE,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,ANTI CAVITY,KIDS,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,35000,78245,0.2875,BUBBLE FRUIT,PASTE,STANDING TUBE,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,SODIUM FLUORIDE,MISSING,MISSING,ANTI CAVITY,KIDS,MISSING,PINK,MISSING,MISSING,MISSING,MISSING,MISSING
0,2,35000,52544,0.2875,MILD BUBBLE FRUIT,PASTE,STANDING TUBE,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,SODIUM FLUORIDE,MISSING,MISSING,ANTI CAVITY,KIDS,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
27,1,4206,65086,0.2875,MILD BUBBLE FRUIT,PASTE,STANDING TUBE,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,SODIUM FLUORIDE,MISSING,MISSING,ANTI CAVITY,KIDS,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,35000,78220,0.4875,MISSING,GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,WHTN ANTC BRTH FRSH,ADULT & CHILD OVER 2,MISSING,GREEN,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,35000,78238,0.5125,MISSING,GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,LARGE,WHITENING ANTI CAVTY,ADULT & CHILD OVER 2,MISSING,GREEN,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,35000,78230,0.375,MINT,GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,WHTN ANTC BRTH FRSH,ADULT & CHILD OVER 2,MISSING,GREEN,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,35000,78252,0.75,MINT,GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,TWIN PACK,WHTN ANTC BRTH FRSH,ADULT & CHILD OVER 2,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,35000,51418,0.8625,MINT,GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,WHTN ANTC BRTH FRSH,ADULT & CHILD OVER 2,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,95587,55231,0.2625,MISSING,GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,WHITENING ANTI CAVTY,ADULT & CHILD OVER 2,MISSING,RED,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,95587,55232,0.375,MISSING,GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,WHITENING ANTI CAVTY,ADULT & CHILD OVER 2,MISSING,RED,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,35000,78244,0.5125,REGULAR,GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,WHITENING ANTI CAVTY,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,35000,78231,0.2625,ULTRA MINT,GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,WHTN ANTC BRTH FRSH,ADULT & CHILD OVER 2,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,35000,78233,0.4875,ULTRA MINT,GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,LARGE,WHTN ANTC BRTH FRSH,FAMILY,MISSING,GREEN,MISSING,MISSING,MISSING,MISSING,MISSING
0,2,35000,78234,0.4,ULTRA MINT,GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,WHITENING ANTI CAVTY,ADULT & CHILD OVER 2,MISSING,GREEN,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,35000,78268,0.325,MILD MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,SODIUM FLUORIDE,MISSING,MISSING,CAVITY & ENML PRTCTN,ADULT & CHILD OVER 8,MISSING,BLU,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,35000,78257,0.2875,MILD MINT,LIQUID GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,SODIUM FLUORIDE,MISSING,MISSING,CAVITY & ENML PRTCTN,ADULT & CHILD OVER 2,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,35000,78256,0.2875,MILD MINT,LIQUID GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,SODIUM FLUORIDE,MISSING,MISSING,CAVITY & ENML PRTCTN,ADULT & CHILD OVER 2,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,35000,78215,0.2875,MINT,PASTE,TUBE,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,ANTI CAVITY,KIDS,MISSING,SPARKLE,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,35000,74160,0.4875,FRESH MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,LEMON EUCALYPTUS MLS,MISSING,MISSING,WHITENING ANTI CAVTY,ADULT & CHILD OVER 2,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,3,35000,74006,0.2625,FRESH MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,SODIUM FLUORIDE,MISSING,MISSING,WHITENING ANTI CAVTY,ADULT & CHILD OVER 2,MISSING,GREEN,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,35000,74150,0.375,FRESH MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,SODIUM FLUORIDE,MISSING,MISSING,WHITENING ANTI CAVTY,ADULT & CHILD OVER 2,MISSING,GREEN,MISSING,MISSING,MISSING,MISSING,MISSING
0,2,35000,74006,0.2625,FRESH MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,LEMON EUCALYPTUS MLS,MISSING,MISSING,WHITENING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,35000,78249,0.1688,BUBBLE FRUIT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,SODIUM FLUORIDE,MISSING,MISSING,ANTI CAVITY,KIDS,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,35000,78212,0.1875,BUBBLE FRUIT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,SODIUM FLUORIDE,MISSING,MISSING,ANTI CAVITY,KIDS,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,35000,78270,0.1563,BUBBLE FRUIT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,SODIUM FLUORIDE,MISSING,MISSING,ANTI CAVITY,KIDS,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,35000,78279,0.1688,BUBBLE FRUIT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,SODIUM FLUORIDE,MISSING,MISSING,ANTI CAVITY,KIDS,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,35000,74385,0.1125,MISSING,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,SODIUM FLUORIDE,MISSING,MISSING,WHITENING,ADULT & CHILD OVER 2,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,35000,74383,0.1125,CINNAMINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,WHITENING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,35000,74281,0.375,CINNAMINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,WHITENING,ADULT & CHILD OVER 2,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,35000,74250,0.4,MISSING,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,WHITENING ANTI CAVTY,ADULT & CHILD OVER 2,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,35000,74252,0.5125,MISSING,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,WHTN ANTC BRTH FRSH,ADULT & CHILD OVER 2,MISSING,BLU,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,35000,74282,0.375,MISSING,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,WHITENING ANTI CAVTY,ADULT & CHILD OVER 2,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,35000,74504,0.4875,MISSING,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,WHITENING ANTI CAVTY,ADULT & CHILD OVER 2,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
27,2,4200,18370,1.5,MISSING,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,FOUR PACK,WHITENING ANTI CAVTY,ADULT & CHILD OVER 6,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,35000,74286,0.375,MISSING,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,WHITENING ANTI CAVTY,ADULT & CHILD OVER 2,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,35000,74388,0.375,MISSING,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,WHITENING ANTI CAVTY,ADULT & CHILD OVER 2,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,35000,74251,0.4,MISSING,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,WHTN ANTC BRTH FRSH,ADULT & CHILD OVER 2,MISSING,BLU,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,35000,74283,0.375,MISSING,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,WHITENING ANTI CAVTY,ADULT & CHILD OVER 2,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,35000,74384,0.1125,MISSING,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,WHITENING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,35000,74463,0.25,MISSING,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,SODIUM FLUORIDE,MISSING,MISSING,ENAMEL PROTECTION,ADULT & CHILD OVER 2,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,35000,76553,0.375,SPEARMINT BLAST,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,SODIUM FLUORIDE,MISSING,MISSING,WHITENING ANTI CAVTY,ADULT & CHILD OVER 2,MISSING,GREEN,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,35000,76552,0.375,EFFERVESCENT MINT,GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,SODIUM FLUORIDE,MISSING,MISSING,WHITENING ANTI CAVTY,ADULT & CHILD OVER 2,MISSING,BLU,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,35000,76560,0.45,SPEARMINT BLAST,GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,SODIUM FLUORIDE,MISSING,MISSING,WHITENING ANTI CAVTY,ADULT & CHILD OVER 2,MISSING,GREEN,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,35000,76573,0.4875,EFFERVESCENT MINT,GEL,TUBE IN BOX,TOOTHPASTE&TOOTHBRSH,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,SODIUM FLUORIDE,MISSING,MISSING,WHITENING ANTI CAVTY,ADULT & CHILD OVER 2,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,35000,76558,0.45,EFFERVESCENT MINT,GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,SODIUM FLUORIDE,MISSING,MISSING,WHITENING ANTI CAVTY,ADULT & CHILD OVER 2,MISSING,BLU,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,35000,76556,0.0625,EFFERVESCENT MINT,GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,SODIUM FLUORIDE,MISSING,TRIAL,WHTN ANTC BRTH FRSH,ADULT & CHILD OVER 2,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,35000,76584,0.75,EFFERVESCENT MINT,GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,TWIN PACK,WHITENING ANTI CAVTY,ADULT & CHILD OVER 2,MISSING,BLU,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,35000,76602,0.375,EFFERVESCENT MINT,GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,SODIUM FLUORIDE,MISSING,MISSING,WHITENING ANTI CAVTY,ADULT & CHILD OVER 2,MISSING,BLU,MISSING,MISSING,MISSING,MISSING,MISSING
0,2,35000,76629,0.75,EFFERVESCENT MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,TWIN PACK,WHITENING,ADULT & CHILD OVER 2,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,35000,76641,0.75,REGULAR,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,TWIN PACK,WHITENING ANTI CAVTY,ADULT & CHILD OVER 2,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,35000,76633,0.75,SPEARMINT,GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,SODIUM FLUORIDE,MISSING,TWIN PACK,WHITENING ANTI CAVTY,ADULT & CHILD OVER 2,MISSING,GREEN,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,35000,76475,0.1406,ASSORTED,LIQUID GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,WHTN ANTC BRTH FRSH,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,35000,76484,0.0938,ASSORTED,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,BREATH STRIPS,MISSING,TWIN PACK,WHTN ANTC BRTH FRSH,ADULT & CHILD OVER 2,MISSING,ASSORTED,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,35000,76460,0.2875,CLEAN MINT,GEL,NEAT SQUEEZE DSPNSR,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,SODIUM FLUORIDE,MISSING,MISSING,WHTN ANTC BRTH FRSH,ADULT & CHILD OVER 2,MISSING,GREEN,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,35000,76490,0.3625,CLEAN MINT,PASTE AND GEL,PLASTIC BOTTLE,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,BREATH STRIPS,MISSING,MISSING,WHTN ANTC BRTH FRSH,ADULT & CHILD OVER 2,MISSING,GREEN & WHITE,MISSING,MISSING,MISSING,MISSING,MISSING
27,1,15600,31934,0.2875,CLEAN MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,BREATH STRIPS,MISSING,MISSING,WHTN ANTC BRTH FRSH,ADULT,MISSING,GREEN,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,35000,76469,0.375,CLEAN MINT,GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,BREATH STRIPS,MISSING,MISSING,WHITENNG BRTH FRSHNR,ADULT & CHILD OVER 2,MISSING,GREEN,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,35000,76489,0.375,CLEAN MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,BREATH STRIPS,MISSING,MISSING,WHTN ANTC BRTH FRSH,ADULT & CHILD OVER 2,MISSING,GREEN,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,35000,76506,0.375,CLEAN MINT,GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,WHITENING ANTI CAVTY,ADULT & CHILD OVER 6,MISSING,GREEN & WHITE,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,35000,76143,0.4875,CLEAN MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,WHITENING ANTI CAVTY,ADULT & CHILD,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,35000,76455,0.2875,CINNAMINT,LIQUID GEL,PLASTIC BOTTLE,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,BREATH STRIPS,MISSING,MISSING,WHTN ANTC BRTH FRSH,MISSING,MISSING,RED,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,35000,76453,0.375,CINNAMINT,LIQUID GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,WHTN ANTC BRTH FRSH,MISSING,MISSING,RED,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,35000,76421,0.3625,CINNAMINT,GEL,PLASTIC BOTTLE,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,WHITENING ANTI CAVTY,ADULT & CHILD OVER 2,MISSING,RED,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,35000,76301,0.375,CINNAMINT,GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,WHITENING ANTI CAVTY,ADULT & CHILD OVER 6,MISSING,RED & WHITE,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,35000,76483,0.375,CINNAMINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,WHITENING ANTI CAVTY,ADULT,MISSING,RED,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,35000,76529,0.375,COOL MINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,ANT CVTY BRTH FRSHNR,ADULT,MISSING,GREEN,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,35000,74221,0.4875,COOL MINT,GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,ANTI CAVITY TRTR CTL,ADULT & CHILD OVER 2,MISSING,BLU,MISSING,MISSING,MISSING,MISSING,MISSING
0,3,35000,74236,0.4875,COOL MINT,GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,ANTI CAVITY TRTR CTL,ADULT & CHILD OVER 2,MISSING,BLU,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,35000,76454,0.2875,COOL MINT,LIQUID GEL,NEAT SQUEEZE DSPNSR,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,BREATH STRIPS,MISSING,MISSING,WHTN ANTC BRTH FRSH,ADULT & CHILD OVER 2,MISSING,BLU,MISSING,MISSING,MISSING,MISSING,MISSING
